exists,Tag,Returns true if country X exists.,Anywhere,exists = MNG
has_game_started,Boolean,Returns true if the game has started.,Clobal,has_game_started = no
has_government_power,[type needed],[description needed],Country,[example needed]
advisor_exists,Advisor ID[1],Returns true if the advisor X exists.,Country,advisor_exists = 225
ai,Boolean,Returns true if the country is controlled by the AI.,Country,ai = yes
at_war_with_religious_enemy,Boolean,Returns true if the country is at war with any country of a different religion.,Country,at_war_with_religious_enemy = yes
can_heir_be_child_of_consort,Boolean,Returns true if the country’s heir can potentially be the consort’s child.,Country,can_heir_be_child_of_consort = yes
exists,Boolean,Returns true if the scoped country exists.,Country,exists = yes
has_active_debate,Boolean,Returns true if the country has ongoing debate in parliament.,Country,has_active_debate = yes
has_active_fervor,Boolean,Returns true if the country has activated a fervor effect.,Country,has_active_fervor = no
has_advisor,Boolean,"Returns true if the country has hired an advisor.
Warning: Inteprets every right side argument as yes.",Country,has_advisor = yes
has_any_disaster,Boolean,Returns true if the country is currently in a disaster.,Country,has_any_disaster = no
has_commanding_three_star,Boolean,"Returns true, if country has a three star general.",Country,has_commanding_three_star = yes
has_consort,Boolean,Returns true if the country has a consort.,Country,has_consort = yes
has_consort_regency,Boolean,Returns true if the country has a consort regency.,Country,has_consort_regency = yes
has_custom_ideas,Boolean,Returns true if the country has custom ideas.,Country,has_custom_ideas = yes
has_factions,Boolean,Returns true if country has factions.,Country,has_factions = yes
has_female_consort,Boolean,Returns true if the country has a female consort.,Country,has_female_consort = yes
has_female_heir,Boolean,Returns true if the country has a female heir.,Country,has_female_heir = yes
has_foreign_consort,Boolean,Returns true if the country has foreign consort.,Country,has_foreign_consort = no
has_foreign_heir,Boolean,Returns true if the country has foreign heir.,Country,has_foreign_heir = no
has_friendly_reformation_center,Boolean,Returns true if the country has a friendly center of reformation.,Country,has_friendly_reformation_center = yes
has_hostile_reformation_center,Boolean,Returns true if the country has a hostile center of reformation.,Country,has_hostile_reformation_center = yes
has_new_dynasty,Boolean,Returns true if the country has a new dynasty.,Country,has_new_dynasty = yes
has_parliament,Boolean,Returns true if the country has a parliament.,Country,has_parliament = yes
has_privateers,Boolean,Returns true if the country has privateers in any trade node.,Country,has_privateers = yes
has_regency,Boolean,Returns true if the country has a regency.,Country,has_regency = no
has_removed_fow,Boolean,Returns true if the country has lifted the fog of war from the specified country.,Country,FRA = { has_removed_fow = yes }
has_secondary_religion,Boolean,Returns true if the county has a secondary religion.,Country,has_secondary_religion = yes
has_unified_culture_group,Boolean,"Returns true, if the country owns all provinces of its culture group.",Country,has_unified_culture_group = yes
has_wartaxes,Boolean,Returns true if the country has raised war taxes.,Country,has_wartaxes = yes
in_golden_age,Boolean,"Returns true, if the country currently is in a golden age.",Country,in_golden_age = yes
is_at_war,Boolean,Returns true if the country is at war.,Country,is_at_war = yes
is_bankrupt,Boolean,Returns true if the country is bankrupt.,Country,is_bankrupt = yes
is_client_nation,Boolean,Returns true if the country is a client state.,Country,is_client_nation = yes
is_colonial_nation,Boolean,Returns true if the country is a non-independent colonial nation.,Country,is_colonial_nation = yes
is_crusade_target,Boolean,Returns true if the country is the target of a crusade.,Country,is_crusade_target = yes
is_defender_of_faith,Boolean,Returns true if the country is the defender of the faith.,Country,is_defender_of_faith = yes
is_dynamic_tag,Boolean,"Returns true, if the country is a dynamically created tag (e.g. client states).",Country,is_dynamic_tag = yes
is_elector,Boolean,Returns true if the country is an elector of the HRE.,Country,is_elector = yes
is_emperor,Boolean,Returns true if the country is the emperor of the HRE.,Country,is_emperor = yes
is_emperor_of_china,Boolean,Returns true if the country is the emperor of China.,Country,is_emperor_of_china = yes
is_excommunicated,Boolean,Returns true if the ruler of the country is excommunicated.,Country,is_excommunicated = yes
is_federation_leader,Boolean,Returns true if the country is a federation leader.,Country,is_federation_leader = yes
is_female,Boolean,Returns true if ruler of the country is female.,Country,is_female = yes
is_force_converted,Boolean,"Returns true if country has been force-converted via either religious rebels or an Enforce Religion peace treaty.
Note: The subject interaction Enforce Religion does not cause the subject to be considered as force-converted.",Country,is_force_converted = no
is_former_colonial_nation,Boolean,Returns true if the country is a colonial nation that has gained independence.,Country,is_former_colonial_nation = no
is_great_power,Boolean,Returns true if the country is a great power.,Country,is_great_power = yes
is_heir_leader,Boolean,"Returns true if the heir of the country is a general.
Note: Proper localisation for the negation only with NOT = ….",Country,is_heir_leader = yes
is_in_coalition,Boolean,Returns true if the country is in a coalition.,Country,is_in_coalition = no
is_in_coalition_war,Boolean,Returns true if the country is fighting a coalition war.,Country,is_in_coalition_war = yes
is_in_deficit,Boolean,Returns true if the country is running a deficit.,Country,is_in_deficit = yes
is_in_league_war,Boolean,Returns true if the country is in a religious league war.,Country,is_in_league_war = yes
is_in_trade_league,Boolean,Returns true if the country is a member of a trade league.,Country,is_in_trade_league = yes
is_league_leader,Boolean,Returns true if the country leads a religious league.,Country,is_league_leader = yes
is_lesser_in_union,Boolean,Returns true if the country is the lesser partner in a personal union.,Country,is_lesser_in_union = no
is_march,Boolean,Returns true if the country is a march.,Country,is_march = yes
is_monarch_leader,Boolean,"Returns true if the rulerof the country is a general.
Note: Proper localisation for the negation only with NOT = ….",Country,is_monarch_leader = yes
is_nomad,Boolean,"Returns true if country's government is nomadic.
(Note: Only the Steppe Nomads government is flagged as nomadic.)",Country,is_nomad = yes
is_orangists_in_power,Boolean,Returns true if in the country the orangists are in power.,Country,is_orangists_in_power = yes
is_papal_controller,Boolean,Returns true if the country is the papal controller.,Country,is_papal_controller = yes
is_playing_custom_nation,Boolean,Returns true if the country is a player-designed custom nation.,Country,is_playing_custom_nation = yes
is_previous_papal_controller,Boolean,Returns true if the country is the previous papal controller.,Country,is_previous_papal_controller = yes
is_protectorate,Boolean,Returns true if the country is a protectorate,Country,is_protectorate = yes
is_religion_reformed,Boolean,Returns true if the country has reformed their religion.,Country,is_religion_reformed = yes
is_revolution_target,Boolean,Returns true if the country is the revolution target.,Country,is_revolution_target = yes
is_subject,Boolean,Returns true if the country is a subject.,Country,is_subject = yes
is_trade_league_leader,Boolean,Returns true if the country is the leader of a trade league.,Country,is_trade_league_leader = yes
is_tribal,Boolean,"Returns true if the country has a tribal government.
(Note: Government types that allow migration are not considered tribal.)",Country,is_tribal = yes
is_vassal,Boolean,Returns true if the country is a vassal.,Country,is_vassal = yes
luck,Boolean,Returns true if the country is a lucky nation. (AI controlled counties only.),Country,luck = yes
primitives,Boolean,Returns true if the country is primitive.,Country,primitives = yes
ruler_is_foreigner,Boolean,Returns true if the country has foreign ruler.,Country,ruler_is_foreigner = no
uses_authority,Boolean,Returns true if the country uses authority mechanics.,Country,uses_authority = yes
uses_blessings,Boolean,Returns true if the country uses blessings mechanics.,Country,uses_blessings = yes
uses_church_aspects,Boolean,Returns true if the country uses church aspects mechanics.,Country,uses_church_aspects = yes
uses_cults,Boolean,Returns true if the country uses cults mechanics.,Country,uses_cults = yes
uses_devotion,Boolean,"Returns true, if the country uses devotion instead of legitimacy.",Country,uses_devotion = yes
uses_doom,Boolean,Returns true if the country uses doom mechanics.,Country,uses_doom = yes
uses_fervor,Boolean,Returns true if the country uses fervor mechanics.,Country,uses_fervor = yes
uses_isolationism,Boolean,"Returns true, if the country uses the isolationism mechanic.",Country,uses_isolationism = yes
uses_karma,Boolean,Returns true if the country uses karma mechanics.,Country,uses_karma = yes
uses_papacy,Boolean,Returns true if the country uses papacy mechanics.,Country,uses_papacy = yes
uses_patriarch_authority,Boolean,Returns true if the country uses patriarch authority mechanics.,Country,uses_patriarch_authority = yes
uses_personal_deities,Boolean,Returns true if the country uses personal deities mechanics.,Country,uses_personal_deities = yes
uses_piety,Boolean,Returns true if the country uses piety mechanics.,Country,uses_piety = yes
uses_religious_icons,Boolean,"Returns true, if the country uses religious icons.",Country,uses_religious_icons = yes
uses_syncretic_faiths,Boolean,Returns true if the country uses syncretic faiths mechanics.,Country,uses_syncretic_faiths = yes
was_player,Boolean,Returns true if the country was controlled by a human player.,Country,was_player = no
will_back_next_reform,Boolean,Returns true if the member of the HRE is backing the next imperial reform.,Country,will_back_next_reform = yes
is_incident_active,"Boolean, any, none","Returns true, if any/none incident is active.",Country,is_incident_active = any
has_heir,"Boolean, Name",Returns true if the country has an heir (named X).,Country,has_heir = yes
ai_attitude,Clause,Returns true if the country has the specified attitude towards country X.,Country,"ai_attitude = {
        who = FROM
        attitude = attitude_hostile
}"
army_strength,Clause,"Returns true, if the country's army size is at least the size of X times the army size of the specified country.",Country,"army_strength = {
        who = FRA
        value = 0.66
}"
border_distance,Clause,Returns true if distance between the borders of the countries is at least X.,Country,"border_distance = {
        who = FRA
        distance = 100
}"
capital_distance,Clause,Returns true if distance between the capitals of the countries is at least X.,Country,"capital_distance = {
        who = FRA
        distance = 100
}"
employed_advisor,Clause,"Returns true if the country has employed an advisor with the specified characteristics.
(Any combinations of type, home_religion and home_culture are permitted.)",Country,"employed_advisor = {
        is_male = yes
        home_religion = reformed
        home_culture = basque
        type = treasurer
}"
estate_influence,Clause,Returns true if the estate X in the country has at least Y influence.,Country,"estate_influence = {
    estate = estate_church
    influence = 80
}"
estate_loyalty,Clause,Returns true if the estate X in the country has at least Y loyalty.,Country,"estate_loyalty = {
    estate = estate_burghers
    loyalty = 50
}"
estate_territory,Clause,Returns true if the estate X in the country controls at least Y% of the total development.,Country,"estate_territory = {
    estate = estate_nobles
    territory = 12
}"
faction_influence,Clause,Returns true if the faction X of the country has at least Y influence.,Country,"faction_influence = {
    faction =
    influence =
}"
had_active_policy,Clause,"Returns true, if the country still has and had the specified policy for at least X days.",Country,"had_active_policy = {
        policy = the_combination_act
        days = 365
}"
had_consort_flag,Clause,Returns true if the consort flag X was last set at least Y days ago,Country,"had_consort_flag = {
        flag = my_first_consort_flag
        days = 365
}"
had_country_flag,Clause,Returns true if the country flag X was last set for the country at least Y days ago.,Country,"had_country_flag = {
        flag = bur_successor
        days = 180
}"
had_heir_flag,Clause,Returns true if the heir flag X was last set at least Y days ago,Country,"had_heir_flag = {
        flag = inc_pacific_exploration
        days = 270
}"
had_ruler_flag,Clause,Returns true if the ruler flag X was last set for the current ruler at least Y days ago,Country,"had_ruler_flag = {
        flag = helped_rival
        days = 730
}"
has_casus_belli,Clause,Returns true if the country has a casus belli of type X against country Y.,Country,"has_casus_belli = {
        type = cb_trade_war_triggered
        target = TOT
}"
has_disaster_progress,Clause,Returns true if the disaster progress of the specified disaster is at least X in the country.,Country,"has_disaster_progress = {
        disaster = time_of_troubles
        value = 50
}"
has_estate_influence_modifier,Clause,Returns true if the estate X in the country has the influence modifier Y.,Country,"has_estate_influence_modifier = {
        estate = estate_church
        modifier = EST_VAL_RELIGIOUS_ZEALOTS_TRIUMPH
}"
has_estate_loyalty_modifier,Clause,Returns true if the estate X in the country has the loyalty modifier Y.,Country,"has_estate_loyalty_modifier = {
    estate = estate_nobles
    modifier = EST_VAL_NOT_LEGITIMATE
}"
has_global_modifier_value,Clause,Returns true if the value of the specified modifier is at least X for the country.,Country,"has_global_modifier_value = {
        which = cavalry_power
        value = 0.5
}"
has_leader_with,Clause,"Returns true if the country has a leader with at least the specified stats.
admiral = yes and general = yes can be used as further limitation.",Country,"has_leader_with = {
        fire = 3
        shock = 3
        manuever = 2
        siege = 1
}"
has_opinion,Clause,Returns true if the country has at least value opinion of the country specified by who.,Country,"has_opinion =
        who = ROOT
        value = 10
}"
has_opinion_diff,Clause,"Returns true if opinion difference between country X and Y, is at least Z",Country,
has_opinion_modifier,Clause,"Returns true if the country has the opinion modifier modifier towards the country specified by who.
Can also specify a value of the modifier (but it is not displayed).",Country,"has_opinion_modifier = {
        who = ROOT
        modifier = embraced_absolutism
}"
has_spy_network_from,Clause,Returns true if the country X has a spy network of at least the specified size in the country.,Country,"has_spy_network_from = {
        who = ROOT
        value = 25
}"
has_spy_network_in,Clause,Returns true if the country has a spy network of at least the specified size in country X.,Country,"has_spy_network_in = {
        who = ROOT
        value = 25
}"
incident_variable_value,Clause,"Returns true, if the value of the specified incident is at least X.",Country,"incident_variable_value = {
        incident = incident_neo_confucianism
        value = 10
}"
institution_difference,Clause,Returns true if the country has embraced at least X more institutions than the specified country.,Country,"institution_difference = {
        who = SWE
        value = 2
}"
is_in_war,Clause,"Returns true if the country is at war and the mentioned conditions are fulfilled.
Possible are: attacker_leader, defender_leader, casus_belli, defenders, attackers, participants, war_score, start_date, duration, war_goal_province.",Country,"is_in_war = {
    attacker_leader = ROOT
    duration = 1875
}"
military_strength,Clause,"Returns true, if the country's military strength (army size & navy size combined) is at least the size of X times the military strength of the specified country",Country,"military_strength = {
        who = FROM
        value = 2.0
}"
naval_strength,Clause,"Returns true, if the country's navy size is at least the size of X times the navy size of the specified country.",Country,"naval_strength = {
        who = ENG
        value = 0.5
}"
num_of_owned_provinces_with,Clause,Returns true if at least X provinces of the scoped country match the specified condition(s).,Country,"num_of_owned_provinces_with = {
        value = 15
        has_owner_accepted_culture = no
        NOT = { culture = root }
        is_overseas = no
}"
num_of_religion,Clause,"Float value: Returns true if the ratio of the provinces with the specified religion to the total provinces of the country is at least X.
Integer value: Returns true if the country has at least X provinces with the specified religion.
It is also possible to specify the secondary religion by secondary = yes.",Country,"num_of_religion = {
        religion = animism
        value = 0.3
}"
production_leader,Clause,Returns true if the country is the production leader of the trade good X.,Country,"production_leader = {
        trade_goods = coffee
}"
religious_school,Clause,"Returns true, if the country has the specified religious school.",Country,"religious_school = {
        group = muslim
        school = hanbali_school
}"
reverse_has_opinion,Clause,Returns true if the country specified by who has at least value opinion of the country.,Country,"reverse_has_opinion = {
        who = DAN
        value = 80
}"
reverse_has_opinion_modifier,Clause,"Returns true if the country specified by who has the opinion modifier modifier towards the country.
Can also specify a value of the modifier (but it is not displayed).",Country,"reverse_has_opinion_modifier = {
        who = ROOT
        modifier = opinion_spurned_pu
}"
trading_bonus,Clause,Returns true if the country has the ‘trading in’ bonus of the specified trade good.,Country,"trading_bonus = {
        trade_goods = coffee
        value = yes
}"
trading_part,Clause,Returns true if the country has access to X% of the world market of the specified trade good.,Country,"trading_part = {
        trade_goods = cocoa
        value = 0.05
}"
trading_policy_in_node,Clause,"Returns true, if the country has the specified trading policy in the specified trade node. Can also use ""policy = any"".",Country,"any_active_trade_node = {
        ROOT = {
                trading_policy_in_node = {
                        node = PREV
                        policy = propagate_religion
                }
        }
}"
war_score_against,Clause,Returns true if the coutry has a warscore of at least X against the specified country.,Country,"war_score_against = {
        who = INC
        value = 75
}"
years_in_union_under,Clause,Returns true if the country is in a personal union under the specified country for at least X years.,Country,"years_in_union_under = {
        who = ROOT
        years = 50
}"
years_in_vassalage_under,Clause,Returns true if the country is a vassal of the specified country for at least X years.,Country,"years_in_vassalage_under = {
        who = ROOT
        years = 10
}"
has_truce,Country,Returns true if the country has truce.,Country,has_truce = KHM
army_size_percentage,Float,Returns true if the total army size of the country is at least X% of its land force limit.,Country,army_size_percentage = 0.6
artillery_fraction,Float,Returns true if the ratio of the artillery fraction to the army size of the country is at least X.,Country,artillery_fraction = 0.6
cavalry_fraction,Float,Returns true if the ratio of the cavalry fraction to the army size of the country is at least X.,Country,cavalry_fraction = 0.5
core_percentage,Float,Returns true if the country has cored at least X% of its provinces.,Country,core_percentage = 0.55
corruption,Float,Returns true if the country has a corruption of at least X.,Country,corruption = 1
development_of_overlord_fraction,Float,"Returns true, if the country has X percent of its overlord's development",Country,development_of_overlord_fraction = 0.33
galley_fraction,Float,Returns true if the ratio of the galley fraction to the navy size of the country is at least X.,Country,galley_fraction = 0.33
gold_income,Float,Returns true if the country has an income from gold of at least X.,Country,gold_income = 6
gold_income_percentage,Float,Returns true if in the country the proportion of income from gold is at least X.,Country,gold_income_percentage = 0.1
heavy_ship_fraction,Float,Returns true if the ratio of the heavy ship fraction to the navy size of the country is at least X.,Country,heavy_ship_fraction = 0.33
infantry_fraction,Float,Returns true if the ratio of the infantry fraction to the army size of the country is at least X.,Country,infantry_fraction = 0.6
inflation,Float,Returns true if the country has an inflation of at least X,Country,inflation = 10
janissary_percentage,Float,"Returns true if the country has an army of at least X k janissaries.
 Available only with the Cradle of Civilization DLC enabled.",Country,janissary_percentage = 0.3
land_maintenance,Float,Returns true if the country has set its land maintenance to X.,Country,land_maintenance = 0.90
land_morale,Float,Returns true if the country has a morale of armies of at least X.,Country,land_morale = 3.5
light_ship_fraction,Float,Returns true if the ratio of the light ship fraction to the navy size of the country is at least X.,Country,light_ship_fraction = 0.3
manpower_percentage,Float,Returns true if the country has a manpower level of at least X%.,Country,manpower_percentage = 0.50
mercantilism,Float,Returns true if the country's mercantilism is at least X.,Country,mercantilism = 5
naval_maintenance,Float,Returns true if the country's naval maintenance slider is at least X fraction of maximum.,Country,naval_maintenance = 0.33
naval_morale,Float,Returns true if the country has a morale of navies of at least X.,Country,naval_morale = 2.5
overextension_percentage,Float,Returns true if country has at least X% overextension.,Country,overextension_percentage = 0.75
overseas_provinces_percentage,Float,Returns true if the country has X percentage of overseas provinces.,Country,overseas_provinces_percentage = 0.05
patriarch_authority,Float,Returns true if the country's patriarch authority is at least X.,Country,patriarch_authority = 0.75
percentage_backing_issue,Float,Returns true if at least the Xth part of the seats in the parliament is backing for the current issue.,Country,percentage_backing_issue = 0.5
piety,Float,Returns true if the country's piety is at least X.,Country,piety = -0.75
production_efficiency,Float,Returns true if the country has a production efficiency of at least X.,Country,production_efficiency = 0.10
production_income_percentage,Float,Returns true if the ratio of production income to total income is at least X.,Country,production_income_percentage = 0.10
religious_unity,Float,Returns true if the country's religious unity is at least X.,Country,religious_unity = 0.99
revolt_percentage,Float,Returns true if at least the Xth part of the provinces of the country have revolts.,Country,revolt_percentage = 0.1
sailors_percentage,Float,Returns true if the country has a sailor level of at least X%.,Country,sailors_percentage = 0.50
statists_vs_orangists,Float,Returns true if Statists vs Orangists is at least X.,Country,statists_vs_orangists = 0.9
subsidised_percent_amount,Float,Returns true if the country receives subsidies of at least X% of its monthly income.,Country,subsidised_percent_amount = 0.5
tariff_value,Float,Returns true if the colonial nation pays at least X% tariffs.,Country,tariff_value = 0.25
tax_income_percentage,Float,Returns true if the ratio of tax income to total income is at least X.,Country,tax_income_percentage = 0.2
trade_efficiency,Float,Returns true if the country has a trade efficiency over X.,Country,trade_efficiency = 0.50
trade_income_percentage,Float,Returns true if the ratio of trade income to total income is at least X.,Country,trade_income_percentage = 0.10
transport_fraction,Float,Returns true if the ratio of the transport fraction to the navy size of the country is at least X.,Country,transport_fraction = 0.55
yearly_corruption_increase,Float,Returns true if the country has a yearly corruption increase of at least X.,Country,NOT = { yearly_corruption_increase = 0.001 }
years_of_income,Float,Returns true if the country's treasury contains ducats of at least X times their yearly income.,Country,years_of_income = 1.0
has_faction,Idenitifer,Returns true if the country has the specified faction.,Country,has_faction = enuchs
active_major_mission,Identifier,Returns true if X is the current mission ot the country.,Country,active_major_mission = finish_reconquista
advisor,Identifier,Returns true if the country has an advisor of the specified type.,Country,advisor = trader
can_be_overlord,Identifier,"Returns true, if country meets the conditions defined in the subject type's [i]is_potential_overlord[/i] section.",Country,MNG = { can_be_overlord = tributary_state }
consort_has_personality,Identifier,Returns true if the country’s consort has the specified personality.,Country,consort_has_personality = cruel_personality
current_debate,Identifier,Returns true if the parliament of the country debates about X.,Country,current_debate = quartering_of_troops
current_icon,Identifier,"Returns true, if the country has the specified (orthodox) icon.",Country,current_icon = icon_eleusa
faction_in_power,Identifier,Returns true if the faction in power of the country is X.,Country,faction_in_power = eunuchs
full_idea_group,Identifier,Returns true if the country has completed the X idea group.,Country,full_idea_group = naval_ideas
government,Identifier,"Returns true if the country has government type X.
Note: can search for the 3 government groups (monarchy, republic, theocracy), for a specific government type (feudal_monarchy, absolute_monarchy, etc.) or tribal",Country,government = monarchy
has_active_policy,Identifier,Returns true if country has the specified policy active.,Country,has_active_policy = noble_loyalty_act
has_adopted_cult,Identifier,Returns true if the country has adopted the specified cult.,Country,has_adopted_cult = roog_cult
has_age_ability,Identifier,"Returns true, if the country has the specified age ability.",Country,has_age_ability = ab_justified_wars
has_church_aspect,Identifier,Returns true if the country has enabled the church aspect X.,Country,has_church_aspect = allow_usury_aspect
has_consort_flag,Identifier,Returns true if the consort flag X is set.,Country,has_consort_flag = royal_couple_shared_adm_interests
has_country_flag,Identifier,Returns true if the flag X is set for the country.,Country,has_country_flag = zan_shirazi_islam_confirmed
has_country_modifier,Identifier,Returns true if the country has the modifier X.,Country,has_country_modifier = western_embassy_mission
has_disaster,Identifier,Returns true if the country is currently in the disaster X.,Country,has_disaster = time_of_troubles
has_estate,Identifier,Returns true if the country has estate X.,Country,has_estate = estate_dhimmi
has_government_mechanic,Identifier,"Returns true, if the country uses the specified government mechanic.",Country,has_government_mechanic = russian_mechanic
has_heir_flag,Identifier,Returns true if the heir flag X is set.,Country,has_heir_flag = suspected_bastard
has_idea,Identifier,Returns true if the country has the X idea.,Country,has_idea = grand_navy
has_idea_group,Identifier,Returns true if the country has chosen the X idea group.,Country,has_idea_group = humanist_ideas
has_institution,Identifier,Returns true if the country has the specified institution.,Country,has_institution = feudalism
has_leader,Identifier,"Returns true if the country has the leader ""X"".",Country,"has_leader = ""János Hunyadi"""
has_matching_religion,Identifier,Returns true if the country has the specified religion or syncretic faith.,Country,has_matching_religion = mahayana
has_personal_deity,Identifier,Returns true if the ruler of the country has picked the specified personal deity.,Country,has_personal_deity = shakti
has_promote_investments,Identifier,Returns true if the country is promoting investments in the specified trade company (region).,Country,has_promote_investments = trade_company_moluccas
has_ruler_flag,Identifier,Returns true if the ruler flag X is set for the country.,Country,has_ruler_flag = helped_rival
has_ruler_modifier,Identifier,Returns true the country has the modifier X until the ruler changes.,Country,has_ruler_modifier = inside_man
has_spawned_rebels,Identifier,Returns true if rebels of the specified type are active in the country.,Country,has_spawned_rebels = particularist_rebels
has_unit_type,Identifier,Returns true if the country has selected unit type X as preferable unit.,Country,unit_type = polish_winged_hussar
